Comentário;Sentimento
Não poder viajar pra conhecer o escritório central;negativo
O PicPay da muitas oportunidades de crescimento interno.;positivo
Os salários de quem é promovido internamente e de quem é contratado externamente para exercer a mesma função é extremamente desproporcional. Quem é comtratado externamente recebe muito mais. É muito difícil conseguir um aumento se você não possuir um oferta de outra empresa (as vezes nem assim).;negativo
Tem uma galera que ajuda demais e todos os aspetos, disponíveis e atentar para ajudar, a empresa está sempre disposta a aprimorar os conhecimentos dos seus colaboradores.;positivo
Não tenho o que falar;negativo
Empresa que está em constante crescimento, e proporcionando sempre novos desafios e possibilidade de crescimento pessoal e profissional.;positivo
Talvez o crescimento acelerado deia, em alguns momentos, o nível hard para se trabalhar. Resolver alguns problemas antigos seria um bom caminho para melhorar a imagem da empresal;negativo
Equipamentos de trabalho, Beneficios, Estrutura da empresa, Trabalhar com roupas casuais.;positivo
Desorganização, Lideres egocentricos, Metas imbativeis, Muito se fala de valores e pouco ou nada se aplica, Predação pra cumprir metas (a qualquer custo), Comunição pobre e/ou subjetiva.;negativo
Ambiente desafiador Cultura Forte Reconhecimento Currículo fortalecido;positivo
O board adota algumas práticas que vão contra o mercado de tecnologia.;negativo
Ótimo clima, ótima cultura, pessoas muitos dispostas a ajudar, empresa grande.;positivo
Muitas áreas, às vezes demora para saber com quem falar. Mas é porque a empresa é muito grande.;negativo
 Liberdade para tocar projetos  Empresa inovadora  Ambiente rápido e dinâmico  Trabalhar ao lado de pessoas extremamente competentes;positivo
 Ainda existe muito desorganização  Falta de algumas diretrizes pela diretoria;negativo
Empresa excelente, com ótimos custos benefícios;positivo
Ausência de possibilidade de full home para algumas áreas;negativo
Clima, cultura, gestão, equipe, equipamentos de trabalho;positivo
Benefícios, salário, regime de trabalho;negativo
Utilização de tecnologia novas do mercado.;positivo
Gestores com ego elevado que nao aceitam critica e por nao aceitar criticas, demitem as pessoas, gestores que querem realizar microgerenciamento e querem se meter em Papo Tech, quando a sua função é gerir pessoas. Demitem sem dar feedback e do nada.;negativo
"É uma empresa muito boa para migrar de área, começar uma nova carreira e conhecer novos ares e novos campos de atuação; Os benefícios são bons; A cultura organizacional é boa mas depende do setor que você está inserido ótimo lugar para começar uma carreira na área da tecnologia";positivo
"A área da operação é muito desvalorizada e a impressão que dá é que a área que mais tem contato com o usuário é a que menos é ouvida; Há coisas que acontecem no que tange ao CODEC que quando uma denúncia é feita nada é feito a respeito, rola um ativismo de telão dentro da empresa que você vê que nada do que é pregado é colocado em prática; Há muito despreparo e desorganização na gestão; Pessoas que não gostam de lidar com gente são mantidas em posições de liderança e existem barreiras pra que você consiga usufruir de direitos seus, um outro ponto é a falta de recursos de coisas mínimas que deveriam ser facilmente acessíveis para o desempenho do trabalho.";negativo
Lugar tranquilo de se trabalhar, independente da correria do dia a dia as pessoas fazem com o ambiente seja leve. Os Donos, CEO, COO, Heads, todos eles são incríveis, que motivam diariamente tendo aquela postura de Líder, finalmente encontrei um lugar onde realmente escutam a minha voz e me permitem exercer minha carreira, sendo eu mesma.;positivo
A empresa ta crescendo muito rápido, então automaticamente o trabalho triplica durante os meses, com isso, existe o excesso de trabalho, fazer em uma mão o que fariam 5.;negativo
Ambiente descontraído, com profissionais fora da curva.;positivo
Só alegria com o time e com todo o ambiente em que estou inserido. Nenhum contra.;negativo
Fácil acesso para resolução de problemas, e bom tratamento pela gestão.;positivo
Ambiente muito competitivo para promoção e nem sempre justo.;negativo
os contras são muito maiores que os prós;positivo
empresa completamente despreparada, o pic pay é cheio de problemas e ninguém tem tempo pra consertar. nem os próprios funcionários usam o picpay, a empresa só sobrevive dando cashback. liderança está despreparada para atuar, só executa ordem. pagam mal e não dão aumento pra quase ninguém depois que entra.;negativo
 Cultura e valores fortes  salário e benefícios bons  Ambiente amigável e descontraído;positivo
 Nada que valha colocar aqui;negativo
"salário e benefícios chamativos, flexibilidade de horário, opção de trabalho híbrido, pessoas educadas; etc";positivo
cultura de segurança no trabalho em processo de amadurecimento na empresa.;negativo
Possibilidade de desenvolvimento e crescimento;positivo
Ausencia de processos bem definidos devido ao rapido crescimento;negativo
 Possibilidade de crescimento  Dinamismo  Espaço para adquirir novas experiências  Possibilidade de adquirir novos poderes;positivo
 Comunicação com ruído  Não possui Home Office para todos os cargos  Dificuldade em treinamento dentro dos setores;negativo
Cultura saudável, crescimento técnico constante, desafios motivadores, salário compatível com o mercado.;positivo
Nenhum contra até agora. Excelente local para se trabalhar.;negativo
É maravilhoso trabalhar na empresa, como funcionária super indico.;positivo
Não há nada negativo para falar.;negativo
Ambiente descontraído, muita gente bacana;positivo
Não focam em diversidade e inclusão, benefícios do ÉS são diferentes (menores) de todo o resto do país, demissões sem feedback,;negativo
Ambiente muito acolhedor, flexível, receptivo, eventos internos que engajam e motivam os funcionários e reconhecimento dos funcionários.;positivo
Um ponto negativo é a rotatividade alta.;negativo
 Pagamento e benefícios bons;positivo
 Muito topdown  Pouco espaço para se desenvolver criativamente;negativo
O ambiente de trabalho é incrível e as pessoas são extremamente competentes.;positivo
Por ter crescido muito rápido ainda tem muitos assuntos organizacionais bagunçados;negativo
Ótima empresa para se trabalhar.;positivo
Na época trabalhávamos full time no escritório. Poderia ser um modelo híbrido.;negativo
 Tecnologias utilizadas  Remuneração compatível  Forte cultura de diversidade;positivo
 Plano de carreira ainda bem cru;negativo
Empresa De grande porte e com grande potencial de crescimento;positivo
Trabalho em home office sem muito contato com uma equipe;negativo
Flexibilidade de horário e local de trabalho;positivo
" Plano de carreira impreciso e com favoritismos  Esse papo de ""dor do crescimento"" é só pra camuflar a desorganização e falta de rumo  Agendas enlouquecedoras com horas e horas de reuniões pra falar de reuniões  Projetos despriorizados e squads pulverizadas do dia pra noite  Alta rotatividade (por razões óbvias) de devs  Ninguém saber oq priorizar e pra onde está indo  Gambiarras ....vamo colocar no ar e depois a gte arruma, mas não arruma nunca  Distancia das lideranças e distribuiçao ruim das tarefas";negativo
Cultura, home office, liberdade, trabalha de casa, faz seu horário, pessoas;positivo
Devagar, falta priorização, bagunçado, gerência;negativo
Cultura, benefícios, horários flexíveis, capital humano e plano de carreira;positivo
Um pouco desorganizada por conta do crescimento;negativo
O time é uma familia.;positivo
Não existem motivos contras, tudo é muito bom lá.;negativo
Melhor empresa para se trabalhar, a cultura é incrível!;positivo
A empresa é excelente, não tenho pontos a reclamar;negativo
Boa cultura, Liberdade, Gestão, Infra, Posição no mercado;positivo
Nenhum ponto negativo até o momento;negativo
Empresa com ótimos benefícios, valem a pena;positivo
Feedback tardio de melhoras, liderança perdida, 0 autonomia;negativo
Empresa em crescimento, bons benefícios;positivo
Melhorar a Gestão de pessoas, que é muito falha na área comercial PJ;negativo
Empresa possui uma cultura muito bacana, onde é possível ver todas as ações de inclusões e comunicação da empresa, porém peca em não atualizar os benefícios comparados ao mercado Financeiro.;positivo
PLR baixo(1 Salário) e confuso com as datas de pagamento VR/VA desatualizados e não reajustados. Sem Auxilio Creche Sem Previdência Privada;negativo
Muitos desafios e oportunidades de crecimento;positivo
No momento nada a declarar.;negativo
Possui uma cultura muito boa e que respeita às pessoas, grande diversidade;positivo
A empresa está em fase de crescimento então alguns processos não são bem definidos;negativo
Desenvolvimento pessoal e profissional Produtos de qualidade No dress code;positivo
Salários abaixo do mercado, benefícios na média pra baixo do mercado, não possui auxílio home office, não possui benefícios de cultura, sem planos de desenvolvimento no médio a longo prazo para funcionários, Muitas pessoas sem todas as qualidades necessárias ocupando cargos que não deveriam;negativo
Bons benefícios Boa cultura Líderes que devolvem feedbacks recorrentes Companheiros de trabalho amigáveis Ambiente agradável;positivo
Falta de organização em alguns processos;negativo
Salario bom, bons benefícios e incentivos, cultura do dono e da empresa humanizados;positivo
"Gestores despreparados para gerenciar e cuidar de pessoas, tem ótimos conhecimentos da área e técnicos, mas não sabem cuidar de pessoas. Times reduzidos fazendo com que todos sempre façam e sejam obrigados a fazer horas extras absurdas e isso é dito em reunião, que ""todo mundo gosta de sair no horário, mas como o time é enxuto, é necessário fazer horas extras.""";negativo
Valorização do funcionário, oportunidades internas de crescimento, cultura e valores são levados a sério e o ambiente é extremamente agradável para trabalhar.;positivo
Alguns cargos poderiam fazer revezamento aos sábados, algumas empresas já fazem isso e seria motivador ter a possibilidade de um final de semana pra poder viajar e viver além do trabalho.;negativo
