Comentário;Sentimento
Sem possibilidade de crescimento, beneficios ruins, gestão pessima.;negativo
Horário de trabalho ocupação do tempo;positivo
Falta de suporte para melhorar desempenho no trabalho;negativo
A empresa tem auto recomhecimento sobre nosso trabalho;positivo
Nao tenho o que falar...pois é relativo;negativo
As pessoas, de modo geral. Simples, mas cativantes. O aprendizado com algo novo, e a oportunidade de crescimento dentro da própria empresa...;positivo
Pessoas que querem passar por cima de tudo e todos, apenas para baterem metas insignificantes. Complôs de supervisores, lanche de péssima qualidade, dentre outros pesadelos.;negativo
Pagamento em dia, comunicação, facilidade, divulgacao, diversao;positivo
Deveria ser mas autentico aos funcionários;negativo
Oportunidade de crescimento dentro da empresa.;positivo
nao pagam banco de horas,salario vem com erros em valores.;negativo
Pagamento em dias, plano de saúde;positivo
Salário abaixo do valor da categoria;negativo
Horário de trabalho, colegas de trabalho;positivo
Salário, beneficios, supervisão, plano de saude;negativo
Amigos, meio periodo, fexibilidade de horarios;positivo
Muito estresse, erros no salario, muita cobrança, inferno de tanta ligação;negativo
Bom ambiente de trabalho e pagamento sempre em dia;positivo
Gestão problemática e sem oportunidades de crescimento;negativo
carga horaria de 6h e 20 min;positivo
Estresse psicológico, estresse físico e remuneração baixa;negativo
Home office, meio período, oportunidade para primeiro emprego na area de telemarketing;positivo
Salários muito baixos sem benefícios.;negativo
Oportunidade de ascensão, boa estrutura, salário em dia, ambiente corporativo. .;positivo
Alta rotatividade. .. .;negativo
Nada a comentar sobre a empresa.;positivo
Bem bagunçado, fazem pressões as vezes inadequadas;negativo
Bem básico Não acho que tem muitos prós;positivo
Sem opção de crescimento Sem estrutura Falta de profissionalismo;negativo
Ótimo lugar para se fazer amigos.;positivo
Nada flexível além dos supervisores ignorantes;negativo
Valoriza o conhecimento e potencial;positivo
 Benefícios  Carga Horaria  Definição das funções;negativo
Horarios, boa organização, planos de carreira;positivo
Recepcionistas incapacitados, problemas na entrada;negativo
Localização..;positivo
Benefícios São ruins. Gestores, salário. Empresa precisa evolir em SP para se tornar melhores.;negativo
ticket alimentação apenas durante os dias de treinamento;positivo
ouvir problema dos outros;negativo
a empresa dá horario flexivel;positivo
a empresa tem poucos beneficios;negativo
Oportunidade de ingresso no primeiro emprego;positivo
Pouca oportunidade de promoção e avanço profissional;negativo
Muita tecnologia e possibilidade de crescimento.;positivo
"Falta de gestão qualificada, ambiente de trabalho ""pesado"".";negativo
horario bom para quem estuda;positivo
O salario é baixo para algumas tarefas;negativo
São muito ligados a causas sociais;positivo
Muita cobrança e o trabalho é exaustivo;negativo
Horário flexível, oportunidade de crescimento;positivo
Benefícios, não tem vale alimentação;negativo
oportunidade de carreira para iniciantes;positivo
burocracia que desvaloriza o funcionário;negativo
Empresa super limpa e tem ar condicionado;positivo
Não da tiket,lanche que eles da é horrível;negativo
Ambiente, benefícios, alimentação, treinamento, flexibilidade.;positivo
Carga hoarária, Jornada de Trabalho, Deslocamento, Localização.;negativo
Oportunidade de crescimento e flexibilidade de horário;positivo
"Valorização salarial; reconhecimento; ouvir as pessoas;";negativo
Empresa com espirito jovem e desopojada;positivo
Desogarnizacao operacional e falta qualidade de vida;negativo
Horário de trabalho, crescimento na empresa;positivo
Salário baixo, liderança, qualidade de vida;negativo
Proporciona certo conforto aos funcionários;positivo
Não paga o piso salarial aos atendentes, não cumpre os acordos que são feitos com os funcionários, sobrecarrega os empregados ao mesmo tempo que exige ao máximo que os funcionários batam todas as metas e etc...;negativo
comissão e horario da para conciliar trabalho e faculdade........................................................................................................;positivo
gestão.;negativo
Organização... Assiduidade;positivo
Renda baixa... lanche ruim... Pouco descanso.;negativo
Até que é legal! Boa de trabalhar!;positivo
Desorganizada em seus processos, infezlimente.;negativo
Remuneração Competitiva: Oferecer salários e benefícios competitivos é fundamental para atrair e reter talentos qualificados. Desenvolvimento Profissional: Oferecer oportunidades de treinamento, aprendizado e desenvolvimento de habilidades pode ajudar os funcionários a crescer em suas carreiras. Plano de Carreira: Ter um plano claro de progressão na carreira permite que os funcionários saibam como podem avançar dentro da empresa.;positivo
Falta de Reconhecimento: A falta de reconhecimento pelo trabalho árduo e pelo desempenho de alta qualidade pode desmotivar os funcionários. Sobrecarga de Trabalho: Ter uma carga de trabalho excessiva pode levar ao esgotamento e afetar negativamente o equilíbrio entre trabalho e vida pessoal. Má Gestão: Uma gestão ineficaz pode resultar em decisões ruins, falta de comunicação e desorganização. Falta de Benefícios: Se a empresa não oferecer benefícios, como seguro de saúde ou plano de aposentadoria, isso pode ser uma desvantagem. Ambiente Físico Desfavorável: Um local de trabalho desconfortável, insalubre ou mal mantido pode afetar o bemestar dos funcionários. Falta de Flexibilidade: A falta de opções de trabalho flexíveis, como horários ou locais de trabalho flexíveis, pode ser um obstáculo para alguns funcionários. Falta de Diversidade e Inclusão: A ausência de diversidade e inclusão no local de trabalho pode criar um ambiente desigual e insatisfatório. Falta de Segurança no Emprego: A insegurança no emprego devido a demissões frequentes ou contratos de curto prazo pode ser uma preocupação.;negativo
muita gente boa de trabalho;positivo
nao tenho oque reclamar de la;negativo
trabalho satisfatório para quem ama trabalhar com tecnologia;positivo
trabalho um pouco silencioso para quem gosta muito de falar;negativo
Bons benefícios e bom plano de carreira;positivo
Não tenho nada para falar contra;negativo
Muito bom Flexível Remuneração Ambiente Organização;positivo
Nada Nenhuma Nada A Declarar;negativo
ambiente muito bom de trabalhar;positivo
as vezes um pouco competitivo demais;negativo
bons beneficios, cultura, missão, valores, local, lugar;positivo
localização, cultura, missão, valores, local, lugar;negativo
Felixibilidade, acesso à gestão, benefícios, espaço para propor ideias, boa remuneração, bom ambiente de trabalho quando precisamos estar presencialmente.;positivo
Mesmo quando aparecem contras, são rápidamente rosolvidos;negativo
Bons aprendizados na área autônoma, mas gostaria de exercer em equipe e com um time de profissionais.;positivo
É mais dificultoso exercer esse cargo sem um time com expertise.;negativo
Respeito e visao sobre os funcionarios;positivo
Sempre mantendo o aprendizado em primeiro lugar;negativo
excelente ambiente de trabalho e bons benefícios.;positivo
sem nenhum contra para a empresa.;negativo
Todos são maravilhosos e tem o objetivo de te ajudar a crescer;positivo
sem contras para essa equipe e empresa;negativo
Sou muito voltada para novas informações e fazer parte de mais um conhecimento tornarse melhor minhas atividades e sabedoria;positivo
Não tenho nada contra pois tudo aqui é relacionado a conhecimentos;negativo
Opportunity to learn with diverse group;positivo
Muito poucos do grupo tenham oportunidade de permanência;negativo
Empresa muito boa para trabalhar;positivo
Nenhum ponto negativo a declarar;negativo
Ótimo para se desenvolver na área tecnológica;positivo
Sem informação contra a minha experiência;negativo
Boa empresa, valoriza funcionários muito bem.;positivo
Muito grande e pouco direcionamento;negativo
É uma ótima empresa pra trabalhar;positivo
Longe de casa e distante;negativo
Desenvolvimento, crescimento, mentoria, abertura, possibilidades;positivo
Nenhum contra relacionado a empresa.;negativo
É uma empresa muito competente;positivo
Não há pontos negativos a empresa é ótima;negativo
 remuneracao  pessoas  ambiente  infraestrutura  benefícios;positivo
 politicagem  cultura (ja foi melhor)  understaff  trânsito  n/a;negativo
Quero ser uma funcionária que ajude a contribuir ainda mais na empresa com as minhas avaliações sinceras.;positivo
N obtém pontos negativos,só precisam crescer mais e mais.;negativo
Ambiente de trabalho bom e chefes competentes;positivo
Não tenho nada a reclamar;negativo
aprendizado, cultura, local, pessoas, tudo;positivo
não tenho nada contra para dizer;negativo
Estou em busca de novas experiências;positivo
A falta de oportunidades pois tenho pouca influência;negativo
Ótimo lugar para trabalhar, ambiente com muita colaboração e produtividade.;positivo
Não tenho contras para dizer;negativo
empresa boa de se trabalhar e bons salários;positivo
não tenho nada contra a empresa;negativo
Flexibilidade Autonomia Qualidade de vida Bem remunerado Trabalho em casa;positivo
